Date,ChinaGold,ComexGold,Brent,BrentChinaGold,BrentComexGold,ChinaComexGold,¥÷¡£ªØ1,¥÷¡£ªØ2,¥÷¡£ªØ3
2010/7/2,-0.038512054,-0.416551961,-0.778172589,0.076310479,0.628178523,0.037457951,U,R,U
2010/7/6,-0.038512054,-0.505849966,-0.788324873,0.024737326,0.674484815,-0.03507435,U,R,U
2010/7/7,-0.038512054,-0.446490021,-0.683756345,0.014687463,0.718755317,-0.102891788,U,R,U
2010/7/8,-0.038512054,-0.483654508,-0.62284264,-0.030900551,0.65923331,-0.156988599,U,R,U
2010/7/9,-0.038512054,-0.413454921,-0.58680203,-0.07129451,0.708268539,-0.155848293,U,R,U
2010/7/12,-0.038512054,-0.480557467,-0.640101523,-0.12523157,0.801441409,-0.145037196,U,R,U
2010/7/13,-0.038512054,-0.418616655,-0.524365482,-0.120071039,0.772336432,-0.151644402,U,R,U
2010/7/14,-0.038512054,-0.412938747,-0.518274112,-0.121212781,0.739579206,-0.168653167,U,R,U
2010/7/15,-0.038512054,-0.440812113,-0.547715736,-0.158380701,0.725827893,-0.168398576,U,R,U
2010/7/16,-0.216455535,-0.513592567,-0.589340102,0.354293406,0.673493955,0.402174829,r,R,r
2010/7/19,-0.341015973,-0.566242257,-0.576649746,0.23537988,0.578496512,0.557448817,U,r,r
2010/7/20,-0.332118798,-0.534239504,-0.546192893,-0.000203659,0.486180362,0.577078482,U,r,r
2010/7/21,-0.332118798,-0.555918789,-0.589340102,-0.03257682,0.412795402,0.630609541,U,r,R
2010/7/22,-0.235520908,-0.503269098,-0.464974619,-0.130835365,0.314365098,0.637098416,U,r,R
2010/7/23,-0.429733508,-0.534755678,-0.483756345,-0.246712607,0.210173478,0.674079344,U,U,R
2010/7/26,-0.356268271,-0.563145217,-0.481218274,-0.397662398,-0.040255895,0.718722077,d,U,R
2010/7/27,-0.356268271,-0.668960771,-0.550761421,-0.546079881,-0.21577609,0.715922074,d,U,R
2010/7/28,-0.432529763,-0.654507915,-0.554314721,-0.547382243,-0.282675379,0.801943747,d,U,R
2010/7/29,-0.255094691,-0.640055058,-0.476649746,-0.557151033,-0.388903711,0.83057971,d,d,R
2010/7/30,-0.432529763,-0.575017206,-0.446700508,-0.574926561,-0.369594483,0.820982306,d,d,R
2010/8/2,-0.356268271,-0.56366139,-0.312690355,-0.551727434,-0.287318059,0.81104576,d,U,R
2010/8/3,-0.356268271,-0.5110117,-0.218274112,-0.492963921,-0.207873908,0.805711278,d,U,R
2010/8/4,-0.356268271,-0.506882312,-0.242639594,-0.45130337,-0.083869343,0.770483801,d,U,R
2010/8/5,-0.356268271,-0.501204405,-0.272588832,-0.42409844,-0.014125703,0.752432788,d,U,R
2010/8/6,-0.356268271,-0.449070888,-0.346192893,-0.400197081,0.121175591,0.650879467,d,U,R
2010/8/9,-0.356268271,-0.471266345,-0.304060914,-0.324538302,0.227844236,0.615475676,d,U,R
2010/8/10,-0.356268271,-0.458878183,-0.374619289,-0.305660362,0.321183174,0.500215019,d,r,r
2010/8/11,-0.356268271,-0.482622161,-0.474111675,-0.273251459,0.395987181,0.337467069,U,r,r
2010/8/12,-0.356268271,-0.401066758,-0.581725888,-0.169730858,0.316651624,0.09391206,U,r,U
2010/8/13,-0.356268271,-0.405196146,-0.602538071,-0.019879685,0.192070412,0.058467056,U,U,U
2010/8/16,-0.356268271,-0.352030282,-0.615736041,-0.001253248,-0.004333064,0.053841088,U,U,U
2010/8/17,-0.152650087,-0.338609773,-0.510152284,-0.070502712,-0.064614172,0.336240884,U,U,r
2010/8/18,-0.165614541,-0.32312457,-0.533502538,-0.142044909,-0.163479118,0.481147563,U,U,r
2010/8/19,-0.165106131,-0.309704061,-0.592893401,-0.241673725,-0.248345521,0.598490721,U,U,r
2010/8/20,-0.152904292,-0.334480385,-0.645685279,-0.374377035,-0.329378404,0.640459949,d,d,R
2010/8/23,-0.127483794,-0.366483138,-0.678172589,-0.471998355,-0.386647933,0.650655187,d,d,R
2010/8/24,-0.203745287,-0.318995182,-0.741116751,-0.533559825,-0.549525152,0.688699653,d,d,R
2010/8/25,-0.203745287,-0.274604267,-0.685279188,-0.625819033,-0.714083792,0.664630799,D,D,R
2010/8/26,-0.229165784,-0.286992429,-0.607106599,-0.637244439,-0.813560208,0.804790388,D,D,R
2010/8/27,-0.127483794,-0.297832072,-0.524365482,-0.632116514,-0.846250775,0.792127963,D,D,R
2010/8/30,-0.127483794,-0.283379215,-0.526903553,-0.592824181,-0.818583417,0.817169051,d,D,R
2010/8/31,-0.151633267,-0.233310392,-0.626395939,-0.580063267,-0.781321414,0.81677459,d,D,R
2010/9/1,-0.034953184,-0.235375086,-0.539593909,-0.489554987,-0.692536302,0.832307325,d,D,R
2010/9/2,-0.034953184,-0.218341363,-0.510152284,-0.362577181,-0.542914695,0.847728275,d,d,R
2010/9/3,0.015887811,-0.234342739,-0.523350254,-0.215169336,-0.431196163,0.844340552,U,d,R
2010/9/7,0.015887811,-0.182725396,-0.469035533,0.061146147,-0.118609482,0.853482402,U,U,R
2010/9/8,0.042833538,-0.190467997,-0.447208122,0.396580909,0.246446763,0.855252072,r,U,R
2010/9/9,0.042833538,-0.237955953,-0.482741117,0.603252049,0.532810214,0.841461916,R,r,R
2010/9/10,0.042833538,-0.238472127,-0.447715736,0.685070097,0.585228029,0.812190787,R,r,R
2010/9/13,0.042833538,-0.218857536,-0.403553299,0.750591353,0.638397274,0.775465135,R,R,R
2010/9/14,0.042833538,-0.132140399,-0.396954315,0.81768858,0.689853489,0.766157392,R,R,R
2010/9/15,0.042833538,-0.130075705,-0.40964467,0.858745773,0.7764438,0.774800283,R,R,R
2010/9/16,0.012328941,-0.086200964,-0.431472081,0.886218302,0.79674883,0.73659181,R,R,R
2010/9/17,0.012328941,-0.094459738,-0.445177665,0.890623956,0.787301481,0.714094503,R,R,R
2010/9/20,0.050459687,-0.068134893,-0.388832487,0.88958722,0.787132609,0.706838208,R,R,R
2010/9/21,0.020717705,-0.020130764,-0.434517766,0.898296681,0.720518062,0.671684683,R,R,R
2010/9/27,0.248993772,0.000516173,-0.426903553,0.819042771,0.674362334,0.721639945,R,R,R
2010/9/28,0.167393975,0.088265657,-0.419796954,0.782867392,0.653532774,0.745931672,R,R,R
2010/9/29,0.253823666,0.074845148,-0.315228426,0.785638621,0.703530551,0.79501802,R,R,R
2010/9/30,0.431767148,0.078974535,-0.237055838,0.858801325,0.745158692,0.796559586,R,R,R
2010/10/8,0.380926153,0.278733655,-0.149746193,0.885432611,0.832844687,0.833411067,R,R,R
2010/10/11,0.380926153,0.315381968,-0.165482234,0.891197806,0.888300245,0.86544219,R,R,R
2010/10/12,0.380926153,0.329834825,-0.176649746,0.903188633,0.905552185,0.879221983,R,R,R
2010/10/13,0.380926153,0.418100482,-0.118781726,0.904350757,0.922976992,0.88220698,R,R,R
2010/10/14,0.380926153,0.447522368,-0.124365482,0.910580329,0.931573962,0.88372469,R,R,R
2010/10/15,0.380926153,0.37267722,-0.229949239,0.907294493,0.922996035,0.887588175,R,R,R
2010/10/18,0.55861543,0.402615279,-0.13248731,0.90977966,0.927808172,0.891008945,R,R,R
2010/10/19,0.520738889,0.224535444,-0.298477157,0.854274463,0.915268944,0.868530742,R,R,R
2010/10/20,0.380926153,0.27512044,-0.171573604,0.848374488,0.912413666,0.866385479,R,R,R
2010/10/21,0.233995679,0.170853407,-0.26142132,0.837858963,0.921193782,0.856186527,R,R,R
2010/10/22,0.46405118,0.183757743,-0.204060914,0.831859845,0.916847816,0.823601565,R,R,R
2010/10/25,0.309748761,0.238472127,-0.174619289,0.808445135,0.911072302,0.800168351,R,R,R
2010/10/26,0.309748761,0.250344116,-0.168527919,0.769865574,0.896670227,0.765363108,R,R,R
2010/10/27,0.309748761,0.155884377,-0.19035533,0.7127962,0.858483398,0.710370324,R,R,R
2010/10/28,0.309748761,0.248795595,-0.172081218,0.653545312,0.837700215,0.631518636,R,R,R
2010/10/29,0.309748761,0.347384721,-0.194416244,0.504919553,0.792211695,0.481352133,r,R,r
2010/11/1,0.309748761,0.327770131,-0.119796954,0.399831687,0.730868911,0.397218186,r,R,r
2010/11/2,0.309748761,0.320027529,-0.079695431,0.035371294,0.685730751,0.249446079,U,R,U
2010/11/3,0.309748761,0.326737784,-0.030456853,-0.221205685,0.555420779,0.106670064,U,r,U
2010/11/4,0.309748761,0.502236752,0.05177665,-0.237035906,0.65768087,0.13257794,U,R,U
2010/11/5,0.309748761,0.523399862,0.057360406,-0.276021816,0.741334272,0.054525294,U,R,U
2010/11/8,0.309748761,0.61166552,0.075126904,-0.301065353,0.805871135,-0.023607561,d,R,U
2010/11/9,0.309748761,0.536820372,0.068527919,-0.31728735,0.834141754,-0.063217749,d,R,U
2010/11/10,0.309748761,0.596180317,0.100507614,-0.334363282,0.866967028,-0.113325405,d,R,U
2010/11/11,0.309748761,0.498107364,0.092893401,-0.345658212,0.885658833,-0.149869661,d,R,U
2010/11/12,0.309748761,0.39074329,-0.03248731,-0.337490631,0.918028182,-0.157980616,d,R,U
2010/11/15,0.309748761,0.343255334,-0.014213198,-0.378588701,0.919799798,-0.2671326,d,R,U
2010/11/16,0.475744609,0.225567791,-0.114213198,-0.158666439,0.924950816,-0.261405523,U,R,U
2010/11/17,0.332627208,0.292154164,-0.187817259,-0.124212965,0.919810864,-0.242503852,U,R,U
2010/11/18,0.431767148,0.311768754,-0.097969543,-0.313639143,0.912860058,-0.40726125,d,R,d
2010/11/19,0.463288565,0.315381968,-0.134010152,-0.240549365,0.904050481,-0.298601971,U,R,U
2010/11/22,0.525822989,0.354611149,-0.153299492,-0.3372394,0.88628805,-0.282471813,d,R,U
2010/11/23,0.481337118,0.354611149,-0.189340102,-0.444685717,0.857171353,-0.310434457,d,R,d
2010/11/26,0.482608143,0.364934618,-0.07106599,-0.484083069,0.849123362,-0.398911333,d,R,d
2010/11/29,0.491505317,0.371644873,0.018274112,-0.457264265,0.817575653,-0.458136718,d,R,d
2010/11/30,0.495318392,0.496558844,-0.053807107,-0.539296786,0.813118581,-0.388930253,d,R,d
2010/12/1,0.6541965,0.521335169,0.095939086,-0.287554498,0.818429862,-0.210557282,U,R,U
2010/12/2,0.6541965,0.507914659,0.188324873,-0.033814853,0.799024515,-0.135277997,U,R,U
2010/12/3,0.597000381,0.626118376,0.225380711,0.112152571,0.839741105,-0.03830794,U,R,U
2010/12/6,0.660551625,0.673606332,0.226903553,0.276985621,0.86462774,0.157248962,U,R,U
2010/12/7,0.558869635,0.503269098,0.223857868,0.352804801,0.840783595,0.216495966,r,R,U
2010/12/8,0.558869635,0.489848589,0.192385787,0.425096032,0.843464779,0.339732753,r,R,r
2010/12/9,0.558869635,0.503269098,0.203553299,0.492024236,0.841732629,0.436536474,r,R,r
2010/12/10,0.558869635,0.488816242,0.177664975,0.580930637,0.851327082,0.613769177,r,R,R
2010/12/13,0.558869635,0.571920165,0.213705584,0.676549194,0.860709983,0.728905749,R,R,R
2010/12/14,0.635131127,0.523916036,0.214720812,0.727659769,0.861956948,0.778717488,R,R,R
2010/12/15,0.622420879,0.456297316,0.264974619,0.811698819,0.833267806,0.791878025,R,R,R
2010/12/16,0.642757277,0.431520991,0.240101523,0.816095994,0.796874846,0.764839138,R,R,R
2010/12/17,0.642757277,0.437198899,0.238071066,0.802450077,0.73276699,0.685841389,R,R,R
2010/12/20,0.642757277,0.478492774,0.292385787,0.795788229,0.681586933,0.614123124,R,R,R
2010/12/21,0.71139262,0.49294563,0.315736041,0.777508654,0.607490478,0.503264338,R,R,r
2010/12/22,0.71139262,0.495010323,0.33857868,0.806542801,0.515265504,0.441631611,R,r,r
2010/12/23,0.403296191,0.448038541,0.369035533,0.425445583,0.292418612,0.365612329,r,U,r
2010/12/27,0.347116892,0.502236752,0.348730964,0.068134499,0.086429673,0.214985553,U,U,U
2010/12/28,0.347116892,0.570887818,0.375634518,-0.205192218,-0.060910744,-0.014287161,U,U,U
2010/12/29,0.347116892,0.617859601,0.363451777,-0.540933322,0.002394776,-0.184804594,d,U,U
2010/12/30,0.762233614,0.592050929,0.310152284,-0.439602223,0.050341169,-0.083202304,d,U,U
2010/12/31,0.60971063,0.668444597,0.394416244,-0.356665894,0.208561457,-0.039023942,d,U,U
2011/1/4,0.60971063,0.471782519,0.33248731,-0.337169443,0.24407266,-0.065434356,d,U,U
2011/1/5,0.584290133,0.427391604,0.43248731,-0.27349586,0.213440923,-0.173265011,U,U,U
2011/1/6,0.584290133,0.401582932,0.382741117,-0.269410105,0.106761034,-0.171252684,U,U,U
2011/1/7,0.584290133,0.398485891,0.322335025,-0.292734759,0.075143064,-0.170283839,U,U,U
2011/1/10,0.584290133,0.425843083,0.442639594,-0.287293984,-0.009276951,-0.170005136,U,U,U
2011/1/11,0.584290133,0.477460427,0.539593909,-0.26351382,-0.047393543,-0.171323621,U,U,U
2011/1/12,0.584290133,0.483138334,0.565482234,-0.239167046,0.023309938,-0.168764366,U,U,U
2011/1/13,0.584290133,0.430488644,0.562436548,-0.180723908,-0.02303771,-0.183856325,U,U,U
2011/1/14,0.584290133,0.355643496,0.593908629,-0.133725244,-0.212346047,-0.172467224,U,U,U
2011/1/18,0.628776003,0.412938747,0.549238579,-0.052004786,-0.323136722,-0.173550313,U,d,U
2011/1/19,0.627504978,0.390227116,0.56751269,0.037064855,-0.449986278,-0.180788168,U,d,U
2011/1/20,0.551497691,0.285960083,0.487309645,0.07757172,-0.474585575,-0.148271173,U,d,U
2011/1/21,0.431767148,0.254989677,0.539086294,0.101576217,-0.518033531,-0.039410975,U,d,U
2011/1/24,0.473710969,0.204920853,0.488832487,0.178560368,-0.496553347,0.004142739,U,d,U
2011/1/25,0.465322205,0.205437027,0.419796954,0.141272785,-0.425980485,0.077639934,U,d,U
2011/1/26,0.469897894,0.266861666,0.554822335,-0.007942365,-0.44555091,0.193302083,U,d,U
2011/1/27,0.50802864,0.106847901,0.528426396,-0.145538469,-0.4300655,0.398593317,U,d,r
2011/1/28,0.299580562,0.234858913,0.631472081,-0.496763661,-0.422367486,0.740516275,d,d,R
2011/1/31,0.304664661,0.222986924,0.712182741,-0.533051975,-0.384583348,0.690773156,d,d,R
2011/2/1,0.408888701,0.247247075,0.749238579,-0.561181311,-0.351107483,0.731685102,d,d,R
2011/2/9,0.546159387,0.361321404,0.753299492,-0.450336966,-0.210330995,0.718787959,d,U,R
2011/2/10,0.543617337,0.373193393,0.705076142,-0.390736127,-0.129518668,0.71166699,d,U,R
2011/2/11,0.533449138,0.330350998,0.733502538,-0.325713047,-0.067487448,0.703477632,d,U,R
2011/2/14,0.533449138,0.356675843,0.817258883,-0.22470084,0.058340925,0.69555084,U,U,R
2011/2/15,0.533449138,0.417068135,0.744162437,-0.154393364,0.201939794,0.678126377,U,U,R
2011/2/16,0.152141677,0.427391604,0.852791878,-0.374025474,0.357676961,0.313881218,d,r,r
2011/2/17,0.366182265,0.470233999,0.792385787,-0.398941855,0.50209037,0.161244845,d,r,U
2011/2/18,0.366182265,0.49294563,0.788832487,-0.411173599,0.605660352,0.022204048,d,R,U
2011/2/22,0.366182265,0.543530626,0.954314721,-0.430454202,0.697843387,-0.074580791,d,R,U
2011/2/23,0.304918866,0.629215416,1.231979695,-0.464265957,0.828836685,-0.25902702,d,R,U
2011/2/24,0.71139262,0.619408121,1.237563452,-0.05041757,0.886527123,-0.027669866,U,R,U
2011/2/25,0.609456425,0.599793531,1.27715736,0.148262805,0.90379256,0.100971313,U,R,U
2011/2/28,0.152141677,0.610116999,1.259898477,-0.067532343,0.911400037,-0.068477303,U,R,U
2011/3/1,0.584290133,0.713351686,1.443654822,0.070313151,0.92116582,0.05086884,U,R,U
2011/3/2,0.685972122,0.746902959,1.490862944,0.238807764,0.929908058,0.200153898,U,R,U
2011/3/3,0.685972122,0.642635926,1.411675127,0.341802373,0.927053638,0.273434054,r,R,U
2011/3/4,0.685972122,0.708189952,1.471573604,0.450683998,0.932071021,0.404125993,r,R,r
2011/3/7,0.685972122,0.721610461,1.424365482,0.458419545,0.933680698,0.406109896,r,R,r
2011/3/8,0.685972122,0.693737096,1.323857868,0.449072348,0.943132073,0.383086479,r,R,r
2011/3/9,0.70885057,0.703028217,1.470050761,0.471805333,0.960318378,0.402667999,r,R,r
2011/3/10,0.736813117,0.627666896,1.444162437,0.529945698,0.949966024,0.445508894,r,R,r
2011/3/11,0.736813117,0.671025465,1.363451777,0.582828846,0.944637341,0.498088807,r,R,r
2011/3/14,0.736813117,0.676187199,1.354822335,0.629450185,0.942157157,0.572272734,R,R,r
2011/3/15,0.736813117,0.534239504,1.093401015,0.618719826,0.948927075,0.589203801,R,R,r
2011/3/16,0.71139262,0.491397109,1.2,0.655476977,0.902614869,0.554516053,R,R,r
2011/3/17,0.71139262,0.587921542,1.417258883,0.585912092,0.851435876,0.399786539,r,R,r
2011/3/18,0.432021353,0.654507915,1.368020305,0.490388758,0.81372445,0.287592,r,R,U
2011/3/21,0.431767148,0.711803166,1.420304569,0.34487056,0.780181724,0.110078637,r,R,U
2011/3/22,0.533703343,0.681348933,1.45786802,0.155301945,0.77813419,-0.015138255,U,R,U
2011/3/23,0.533703343,0.749483827,1.450253807,0.012378688,0.792899756,-0.098947679,U,R,U
2011/3/24,0.825530653,0.758774948,1.458883249,0.105501674,0.799967527,0.01819834,U,R,U
2011/3/25,0.774943863,0.740708878,1.452284264,0.127577966,0.794100739,0.057624278,U,R,U
2011/3/28,0.80036436,0.635409498,1.412182741,-0.123161546,0.774076708,-0.160630357,U,R,U
2011/3/29,0.71139262,0.637474191,1.430456853,-0.097798253,0.755050312,-0.145724167,U,R,U
2011/3/30,0.533449138,0.68083276,1.42893401,-0.125521572,0.74049454,-0.164273076,U,R,U
2011/3/31,0.660551625,0.713351686,1.54213198,-0.125565941,0.746824063,-0.162927895,U,R,U
2011/4/1,0.673261873,0.703028217,1.610152284,-0.115544806,0.713764314,-0.166899756,U,R,U
2011/4/6,0.673261873,0.848589126,1.792893401,-0.084530099,0.803518992,-0.144960546,U,R,U
2011/4/7,0.685972122,0.889366827,1.811675127,-0.047172365,0.873793091,-0.105785463,U,R,U
2011/4/8,0.685972122,0.941500344,2.013705584,-0.014288491,0.910071482,-0.071877036,U,R,U
2011/4/11,0.685972122,0.859428768,1.878172589,0.0102981,0.922247541,-0.033907578,U,R,U
2011/4/12,0.685972122,0.83568479,1.72284264,0.043023519,0.926921873,-0.009076141,U,R,U
2011/4/13,0.685972122,0.859428768,1.822335025,0.085181799,0.934379816,0.019196366,U,R,U
2011/4/14,0.685972122,0.952339986,1.795939086,0.191761326,0.919445374,0.107766881,U,R,U
2011/4/15,0.685972122,1.002924983,1.851269036,0.273497491,0.900213843,0.202622326,U,R,U
2011/4/18,0.889590306,1.029249828,1.75786802,0.343666975,0.867638237,0.413343843,r,R,r
2011/4/19,0.889590306,1.042154164,1.743654822,0.271654102,0.825309515,0.451387442,U,R,r
2011/4/20,0.965597594,1.112353751,1.871573604,0.262384958,0.820711497,0.556233091,U,R,r
2011/4/21,0.965597594,1.095836201,1.878680203,0.269839849,0.816706817,0.596281733,U,R,r
2011/4/25,1.176841927,1.060736407,1.861928934,0.259302685,0.821133255,0.613544896,U,R,R
2011/4/26,1.29352201,1.10770819,1.886294416,0.359950449,0.826243087,0.673993308,r,R,R
2011/4/27,1.061687074,1.120096352,1.936548223,0.423820731,0.833609728,0.714854548,r,R,R
2011/4/28,1.19438207,1.258430833,1.930964467,0.51206529,0.799201686,0.811965656,r,R,R
2011/4/29,1.321484557,1.39624914,1.975126904,0.576161237,0.757483426,0.8771198,r,R,R
2011/5/3,1.219802567,1.230557467,1.800507614,0.468266709,0.671618357,0.875801003,r,R,R
2011/5/4,1.219802567,1.159841707,1.736548223,0.327472908,0.525232367,0.879403823,r,r,R
2011/5/5,1.219802567,1.00395733,1.209137056,-0.112979075,0.22995978,0.84472156,U,U,R
2011/5/6,1.219802567,1.031314522,1.124365482,-0.250835455,0.188414779,0.801641318,U,U,R
2011/5/9,1.219802567,1.137130076,1.468020305,-0.298111827,0.156040874,0.789116389,U,U,R
2011/5/10,1.219802567,1.15880936,1.555837563,-0.268369615,0.184565119,0.785157221,U,U,R
2011/5/11,1.219802567,1.09273916,1.298984772,-0.283244124,0.228841478,0.746350305,U,U,R
2011/5/12,1.219802567,1.041121817,1.319796954,-0.333514363,0.281997779,0.666034708,d,U,R
2011/5/13,1.219802567,1.02047488,1.362944162,-0.339021199,0.416446081,0.53635446,d,r,r
2011/5/16,1.219802567,1.018410186,1.307106599,-0.350264908,0.514902702,0.408392031,d,r,r
2011/5/17,1.064737533,1.027185134,1.168020305,-0.236702073,0.603446065,0.357968979,U,R,r
2011/5/18,1.024573147,1.055574673,1.285279188,-0.131926665,0.648136791,0.331808387,U,R,r
2011/5/19,1.059399229,1.027185134,1.240609137,-0.015241906,0.69587362,0.327728908,U,R,r
2011/5/20,1.064737533,1.130419821,1.289847716,0.150686997,0.690403486,0.346714332,U,R,r
2011/5/23,1.090412236,1.134549209,1.173604061,0.384312338,0.686826729,0.358519058,r,R,r
2011/5/24,1.143541075,1.197522368,1.296954315,0.408024764,0.709921132,0.335948493,r,R,r
2011/5/25,1.176587722,1.21145905,1.418781726,0.335218797,0.740381378,0.359552327,r,R,r
2011/5/26,1.19336525,1.171713696,1.424873096,0.541364657,0.812815255,0.380032179,r,R,r
2011/5/27,1.172774647,1.25946318,1.423857868,0.586240673,0.766835211,0.360841019,r,R,r
2011/5/31,1.29606406,1.232622161,1.510152284,0.468954676,0.637510361,0.224435739,r,R,U
2011/6/1,1.143541075,1.274432209,1.398477157,0.464554601,0.563140758,0.136379107,r,r,U
2011/6/2,1.346905054,1.237783895,1.449746193,0.510807404,0.65637396,0.244367771,r,R,U
2011/6/3,1.29352201,1.294562973,1.464974619,0.592946194,0.653209729,0.381918762,r,R,r
2011/6/7,1.19438207,1.281142464,1.512690355,0.698293029,0.656991248,0.418514388,R,R,r
2011/6/8,1.168961573,1.251720578,1.567005076,0.632410843,0.698204748,0.408800992,R,R,r
2011/6/9,1.143541075,1.296111493,1.654314721,0.505266506,0.766929378,0.3657978,r,R,r
2011/6/10,1.181671821,1.236235375,1.614213198,0.505743463,0.753595605,0.394692087,r,R,r
2011/6/13,1.138456976,1.170165175,1.630456853,0.467035626,0.699504745,0.458638066,r,R,r
2011/6/14,1.069821633,1.206813489,1.684263959,0.337726543,0.688166715,0.528240636,r,R,r
2011/6/15,1.144049485,1.205264969,1.52893401,0.370272413,0.685140553,0.671176,r,R,R
2011/6/16,1.074397322,1.215072264,1.372588832,0.320228109,0.603007744,0.621719143,r,R,R
2011/6/17,1.090158031,1.278561597,1.331472081,0.278288043,0.493031248,0.474407698,U,r,r
2011/6/20,1.090158031,1.278045423,1.254314721,0.250992582,0.265628289,0.32053511,U,U,r
2011/6/21,1.090158031,1.314693737,1.216751269,0.252154317,0.002471719,0.115381092,U,U,U
2011/6/22,1.090158031,1.338953889,1.382233503,0.200287718,-0.31031519,-0.096929254,U,d,U
2011/6/23,1.168961573,1.200103235,1.029441624,0.141535627,-0.169855805,-0.115931411,U,U,U
2011/6/24,1.156759734,1.084480385,0.920812183,0.125644689,0.258336572,-0.075215233,U,U,U
2011/6/27,1.016184383,1.060220234,0.964974619,0.281537495,0.46381637,0.193114777,U,r,U
2011/6/28,1.181671821,1.081383345,1.106598985,0.246598414,0.521833873,0.135059099,U,r,U
2011/6/29,1.125746727,1.130419821,1.29035533,0.216607428,0.525074794,0.151093051,U,r,U
2011/6/30,1.168961573,1.082415692,1.294416244,0.210967278,0.51607911,0.118673047,U,r,U
2011/7/1,1.067279583,0.987955953,1.258375635,0.217262196,0.49011659,0.206649303,U,r,U
2011/7/5,1.067279583,1.140227116,1.35177665,0.181245946,0.475669988,0.116288174,U,r,U
2011/7/6,1.067279583,1.207329663,1.352284264,0.126615525,0.456371978,0.03359113,U,r,U
2011/7/7,1.067279583,1.204748796,1.604568528,0.007784196,0.432792389,-0.01783787,U,r,U
2011/7/8,1.067279583,1.20836201,1.591370558,-0.096834596,0.381804184,-0.079052004,U,r,U
2011/7/11,1.067279583,1.355987612,1.536040609,-0.25798748,0.40828276,-0.199164432,U,r,U
2011/7/12,1.067279583,1.406572608,1.561928934,-0.368854215,0.497792055,-0.241654498,d,r,U
2011/7/13,1.067279583,1.489676531,1.614213198,-0.371378349,0.598131634,-0.284307922,d,r,U
2011/7/14,1.067279583,1.53613214,1.590862944,-0.46883817,0.656156949,-0.317213258,d,R,d
2011/7/15,1.067279583,1.546971783,1.537055838,-0.480946539,0.671749566,-0.34528971,d,R,d
2011/7/18,1.575689531,1.573296628,1.475634518,-0.052649813,0.664013062,0.263011536,U,R,U
2011/7/19,1.626530526,1.501032347,1.526903553,0.082058616,0.681978475,0.383467801,U,R,r
2011/7/20,1.600855823,1.570199587,1.582233503,0.172185826,0.714922572,0.490717059,U,R,r
2011/7/21,1.600855823,1.519098417,1.549746193,0.228083718,0.725379737,0.548260839,U,R,r
2011/7/22,1.600855823,1.593943565,1.608629442,0.292566894,0.754390433,0.60111406,U,R,R
2011/7/25,1.600855823,1.649174123,1.571573604,0.340430258,0.758074828,0.651619046,r,R,R
2011/7/26,1.600855823,1.663626979,1.588832487,0.308611346,0.765382885,0.666378465,r,R,R
2011/7/27,1.527644791,1.672401927,1.545685279,0.335137686,0.747566246,0.696333145,r,R,R
2011/7/28,1.753378808,1.676531315,1.54213198,0.305353571,0.707760505,0.718121817,r,R,R
2011/7/29,1.870567301,1.747763248,1.510659898,0.24235844,0.603168764,0.761750781,U,R,R
2011/8/1,1.575689531,1.692532691,1.514213198,0.116956506,0.368458308,0.783689978,U,r,R
2011/8/2,1.151929839,1.866483138,1.496446701,-0.002376128,0.036909935,0.611163393,U,U,R
2011/8/3,1.556369953,1.905196146,1.33248731,-0.287046176,-0.607677587,0.568343447,U,D,r
2011/8/4,1.556369953,1.862869924,1.02893401,-0.208031452,-0.57105218,0.517455065,U,d,r
2011/8/5,1.702792018,1.868547832,1.136548223,-0.259491024,-0.658469485,0.474672314,U,D,r
2011/8/8,1.702792018,2.082243634,0.850761421,-0.312755243,-0.80527067,0.421611171,d,D,r
2011/8/9,1.702792018,2.348072953,0.791370558,-0.336053716,-0.886660095,0.354007501,d,D,r
2011/8/10,1.702792018,2.496214728,1,-0.324035315,-0.860533645,0.315228006,d,D,r
2011/8/11,1.702792018,2.355299381,1.068020305,-0.300622218,-0.855977824,0.286761884,d,D,U
2011/8/12,1.702792018,2.310908465,1.068527919,-0.294118236,-0.85786869,0.236610805,U,D,U
2011/8/15,1.702792018,2.389883001,1.163959391,-0.300390041,-0.84146746,0.255597749,d,D,U
2011/8/16,2.287463458,2.528733655,1.141624365,-0.308187828,-0.81552944,0.462681087,d,D,r
2011/8/17,2.427276194,2.574156917,1.198984772,-0.278302918,-0.768874173,0.573791459,U,D,r
2011/8/18,2.51599373,2.717136958,1.015736041,-0.335104903,-0.757996936,0.669158799,d,D,R
2011/8/19,2.787230437,2.871988988,1.098477157,-0.328984808,-0.707738744,0.747384822,d,D,R
2011/8/22,2.787230437,2.871988988,1.085279188,-0.32504375,-0.66870736,0.791648468,d,D,R
2011/8/23,3,2.920509291,1.133502538,-0.284903936,-0.606108681,0.823338232,U,D,R
2011/8/24,2.765114604,2.382656573,1.176142132,-0.218359471,-0.555097244,0.789788751,U,d,R
2011/8/25,2.403889336,2.412078458,1.2,-0.178886907,-0.478066712,0.80333088,U,d,R
2011/8/26,2.46540694,2.589125946,1.237563452,-0.137393395,-0.36067141,0.835507091,U,d,R
2011/8/29,2.618438334,2.559704061,1.263959391,0.010896247,-0.159572589,0.841631488,U,U,R
